trigger_num,time_ms,period_us,rpm,spark_found,delay_us,delay_degrees,advance_degrees,dwell_us,dwell_delay_us,theoretical_advance,theoretical_delay_us,error_degrees,is_noise,noise_reason
1129,9171.672,1108.2,27070,False,MISSING,MISSING,MISSING,MISSING,MISSING,11.00,221.6,N/A,True,pattern detection
1130,9176.614,6050.0,4959,True,1107.2,32.94,14.06,2421.8,-1314.6,14.05,1107.6,0.01,False,
1131,9182.670,6056.0,4954,True,1111.2,33.03,13.97,2421.9,-1310.8,14.05,1108.5,-0.08,False,
1132,9188.732,6062.0,4949,True,1112.2,33.02,13.98,2421.6,-1309.4,14.06,1109.5,-0.08,False,
1133,9194.800,6068.0,4944,True,1113.2,33.02,13.98,2421.8,-1308.6,14.06,1110.4,-0.08,False,
1134,9200.875,6075.0,4938,True,1113.2,32.98,14.02,2421.8,-1308.6,14.07,1111.5,-0.05,False,
1135,9206.957,6082.0,4933,True,1111.2,32.89,14.11,2441.4,-1330.2,14.07,1112.6,0.04,False,
1136,9213.046,6089.0,4927,True,1113.4,32.91,14.09,2442.0,-1328.6,14.08,1113.7,0.01,False,
1137,9219.141,6095.0,4922,True,1114.2,32.91,14.09,2441.4,-1327.2,14.08,1114.6,0.01,False,
1138,9225.242,6101.0,4917,True,1115.8,32.92,14.08,2441.7,-1325.9,14.09,1115.5,-0.01,False,
1139,9226.358,1115.8,26888,False,MISSING,MISSING,MISSING,MISSING,MISSING,11.00,223.1,N/A,True,pattern detection
1140,9231.350,6108.0,4912,True,1116.7,32.91,14.09,2441.8,-1325.1,14.09,1116.6,-0.00,False,
1141,9237.465,6115.0,4906,True,1118.2,32.91,14.09,2441.9,-1323.8,14.10,1117.7,-0.01,False,
1142,9243.586,6121.0,4901,True,1118.7,32.90,14.10,2441.5,-1322.8,14.10,1118.7,-0.00,False,
1143,9249.714,6128.0,4896,True,1119.7,32.89,14.11,2441.8,-1322.1,14.11,1119.7,0.00,False,
1144,9255.848,6134.0,4891,True,1121.8,32.92,14.08,2461.8,-1340.1,14.11,1120.7,-0.03,False,
1145,9256.970,1121.8,26744,False,MISSING,MISSING,MISSING,MISSING,MISSING,11.00,224.4,N/A,True,pattern detection
1146,9261.990,6142.0,4884,True,1120.8,32.85,14.15,2461.8,-1341.0,14.12,1121.9,0.03,False,
1147,9268.138,6148.0,4880,True,1124.2,32.92,14.08,2461.6,-1337.3,14.12,1122.9,-0.04,False,
1148,9274.293,6155.0,4874,True,1124.2,32.88,14.12,2461.7,-1337.5,14.13,1124.0,-0.01,False,
1149,9280.454,6161.0,4869,True,1127.0,32.93,14.07,2462.1,-1335.1,14.13,1124.9,-0.06,False,
1150,9286.622,6168.0,4864,True,1126.8,32.88,14.12,2461.9,-1335.1,14.14,1126.0,-0.02,False,
1151,9292.798,6176.0,4858,True,1127.2,32.85,14.15,2461.8,-1334.5,14.15,1127.2,-0.00,False,
1152,9298.980,6182.0,4853,True,1127.2,32.82,14.18,2481.3,-1354.1,14.15,1128.1,0.03,False,
1153,9305.169,6189.0,4847,True,1127.2,32.78,14.22,2481.7,-1354.5,14.16,1129.1,0.06,False,
1154,9311.365,6196.0,4842,True,1129.7,32.82,14.18,2481.8,-1352.1,14.17,1130.2,0.01,False,
1155,9317.568,6203.0,4836,True,1129.8,32.78,14.22,2482.2,-1352.5,14.17,1131.2,0.04,False,
1156,9323.778,6210.0,4831,True,1131.7,32.80,14.20,2481.8,-1350.1,14.18,1132.2,0.02,False,
1157,9329.995,6217.0,4825,True,1133.2,32.81,14.19,2481.3,-1348.1,14.19,1133.3,0.00,False,
1158,9336.218,6223.0,4821,True,1134.2,32.81,14.19,2481.8,-1347.6,14.19,1134.2,0.00,False,
1159,9342.449,6231.0,4815,True,1133.7,32.75,14.25,2481.6,-1347.9,14.20,1135.4,0.05,False,
1160,9348.687,6238.0,4809,True,1136.2,32.79,14.21,2501.7,-1365.5,14.20,1136.5,0.01,False,
1161,9354.932,6245.0,4804,True,1137.2,32.78,14.22,2501.4,-1364.2,14.21,1137.6,0.01,False,
1162,9356.069,1137.2,26381,False,MISSING,MISSING,MISSING,MISSING,MISSING,11.00,227.4,N/A,True,pattern detection
1163,9361.184,6252.0,4798,True,1138.8,32.79,14.21,2501.8,-1363.0,14.22,1138.7,-0.00,False,
1164,9367.443,6259.0,4793,True,1140.2,32.79,14.21,2501.7,-1361.5,14.22,1139.8,-0.01,False,
1165,9373.710,6267.0,4787,True,1141.7,32.79,14.21,2501.8,-1360.1,14.23,1141.0,-0.02,False,
1166,9379.984,6274.0,4782,True,1143.1,32.80,14.20,2502.1,-1359.0,14.23,1142.1,-0.03,False,
1167,9386.264,6280.0,4777,True,1145.8,32.84,14.16,2502.3,-1356.6,14.24,1143.1,-0.08,False,
1168,9392.551,6287.0,4772,True,1142.1,32.70,14.30,2522.1,-1380.0,14.24,1144.2,0.06,False,
1169,9398.847,6296.0,4765,True,1140.7,32.61,14.39,2521.8,-1381.1,14.25,1145.6,0.14,False,
1170,9405.149,6302.0,4760,True,1145.8,32.73,14.27,2521.8,-1376.1,14.25,1146.5,0.02,False,
1171,9411.459,6310.0,4754,True,1144.7,32.65,14.35,2521.7,-1377.0,14.26,1147.7,0.09,False,
1172,9417.776,6317.0,4749,True,1147.2,32.69,14.31,2521.8,-1374.6,14.26,1148.8,0.05,False,
1173,9424.100,6324.0,4744,True,1148.2,32.68,14.32,2521.6,-1373.3,14.27,1149.9,0.05,False,
1174,9425.248,1148.2,26127,False,MISSING,MISSING,MISSING,MISSING,MISSING,11.00,229.7,N/A,True,pattern detection
1175,9430.431,6331.0,4739,True,1150.1,32.70,14.30,2522.1,-1372.1,14.28,1150.9,0.03,False,
1176,9436.770,6339.0,4733,True,1149.9,32.65,14.35,2541.9,-1392.0,14.28,1152.1,0.06,False,
1177,9443.116,6346.0,4727,True,1152.2,32.68,14.32,2541.4,-1389.2,14.29,1153.2,0.03,False,
1178,9449.470,6354.0,4721,True,1152.8,32.66,14.34,2541.5,-1388.8,14.30,1154.4,0.05,False,
1179,9455.832,6362.0,4715,True,1154.2,32.66,14.34,2541.6,-1387.4,14.31,1155.6,0.04,False,
1180,9462.201,6369.0,4710,True,1156.7,32.69,14.31,2541.8,-1385.1,14.31,1156.6,-0.00,False,
1181,9468.577,6376.0,4705,True,1158.1,32.69,14.31,2541.8,-1383.7,14.32,1157.6,-0.01,False,
1182,9474.960,6383.0,4700,True,1159.2,32.69,14.31,2561.8,-1402.6,14.32,1158.7,-0.01,False,
1183,9481.351,6391.0,4694,True,1159.8,32.66,14.34,2562.3,-1402.6,14.33,1160.0,0.01,False,
1184,9487.750,6399.0,4688,True,1160.7,32.65,14.35,2561.7,-1401.0,14.34,1161.2,0.02,False,
1185,9494.156,6406.0,4683,True,1163.2,32.69,14.31,2561.8,-1398.6,14.34,1162.3,-0.03,False,
1186,9495.319,1163.2,25790,False,MISSING,MISSING,MISSING,MISSING,MISSING,11.00,232.6,N/A,True,pattern detection
1187,9500.570,6414.0,4677,True,1163.7,32.66,14.34,2561.7,-1398.0,14.35,1163.6,-0.00,False,
1188,9506.992,6422.0,4671,True,1164.7,32.64,14.36,2561.8,-1397.1,14.35,1164.8,0.00,False,
1189,9513.422,6430.0,4666,True,1166.3,32.65,14.35,2561.9,-1395.6,14.36,1166.1,-0.01,False,
1190,9519.859,6437.0,4661,True,1168.7,32.68,14.32,2581.4,-1412.8,14.36,1167.2,-0.04,False,
1191,9521.028,1168.7,25670,False,MISSING,MISSING,MISSING,MISSING,MISSING,11.00,233.7,N/A,True,pattern detection
1192,9526.304,6445.0,4655,True,1169.2,32.66,14.34,2581.5,-1412.2,14.37,1168.4,-0.02,False,
1193,9527.473,1169.2,25657,False,MISSING,MISSING,MISSING,MISSING,MISSING,11.00,233.8,N/A,True,30% filter
1194,9532.757,6453.0,4649,True,1167.2,32.56,14.44,2581.8,-1414.6,14.37,1169.6,0.07,False,
1195,9539.218,6461.0,4643,True,1168.3,32.55,14.45,2581.8,-1413.4,14.38,1170.9,0.07,False,
1196,9540.386,1168.3,25678,False,MISSING,MISSING,MISSING,MISSING,MISSING,11.00,233.7,N/A,True,pattern detection
1197,9545.686,6468.0,4638,True,1173.8,32.66,14.34,2584.7,-1410.9,14.38,1172.0,-0.05,False,
1198,9552.162,6476.0,4632,True,1171.2,32.55,14.45,2581.7,-1410.5,14.39,1173.2,0.06,False,
1199,9558.647,6485.0,4626,True,1171.9,32.53,14.47,2601.6,-1429.7,14.40,1174.6,0.08,False,
1200,9565.139,6492.0,4621,True,1176.7,32.63,14.37,2602.2,-1425.6,14.40,1175.7,-0.03,False,
1201,9571.639,6500.0,4615,True,1175.2,32.55,14.45,2602.2,-1426.9,14.41,1176.9,0.05,False,
1202,9578.147,6508.0,4610,True,1176.7,32.55,14.45,2601.8,-1425.1,14.41,1178.2,0.04,False,
1203,9584.664,6517.0,4603,True,1177.3,32.52,14.48,2601.9,-1424.6,14.42,1179.6,0.06,False,
1204,9591.188,6524.0,4598,True,1181.2,32.59,14.41,2601.8,-1420.5,14.42,1180.7,-0.02,False,
1205,9597.720,6532.0,4593,True,1182.7,32.59,14.41,2602.2,-1419.5,14.43,1181.9,-0.02,False,
1206,9604.260,6540.0,4587,True,1182.2,32.54,14.46,2621.8,-1439.6,14.44,1183.2,0.03,False,
1207,9605.442,1182.2,25377,False,MISSING,MISSING,MISSING,MISSING,MISSING,11.00,236.4,N/A,True,pattern detection
1208,9610.809,6549.0,4581,True,1183.2,32.52,14.48,2621.8,-1438.6,14.44,1184.5,0.04,False,
1209,9617.366,6557.0,4575,True,1185.8,32.55,14.45,2621.8,-1436.1,14.45,1185.7,-0.00,False,
1210,9618.552,1185.8,25300,False,MISSING,MISSING,MISSING,MISSING,MISSING,11.00,237.2,N/A,True,pattern detection
1211,9623.931,6565.0,4570,True,1183.9,32.46,14.54,2621.9,-1438.0,14.46,1186.9,0.08,False,
1212,9630.504,6573.0,4564,True,1185.2,32.46,14.54,2621.8,-1436.6,14.46,1188.1,0.08,False,
1213,9637.085,6581.0,4559,True,1186.8,32.46,14.54,2621.8,-1435.0,14.47,1189.3,0.07,False,
1214,9643.675,6590.0,4552,True,1186.9,32.42,14.58,2641.9,-1455.0,14.48,1190.7,0.10,False,
1215,9650.273,6598.0,4547,True,1189.7,32.46,14.54,2641.6,-1451.9,14.49,1191.8,0.06,False,
1216,9656.880,6607.0,4541,True,1190.2,32.43,14.57,2641.8,-1451.6,14.49,1193.2,0.08,False,
1217,9663.495,6615.0,4535,True,1193.5,32.48,14.52,2642.1,-1448.6,14.50,1194.5,0.03,False,
1218,9670.118,6623.0,4530,True,1194.3,32.46,14.54,2641.7,-1447.4,14.50,1195.7,0.04,False,
1219,9676.749,6631.0,4524,True,1195.8,32.46,14.54,2641.8,-1446.1,14.51,1196.9,0.03,False,
1220,9683.389,6640.0,4518,True,1196.2,32.43,14.57,2661.8,-1465.6,14.51,1198.3,0.06,False,
1221,9690.038,6649.0,4512,True,1198.7,32.45,14.55,2661.8,-1463.1,14.52,1199.7,0.03,False,
1222,9696.695,6657.0,4507,True,1200.1,32.45,14.55,2662.1,-1462.0,14.53,1201.0,0.02,False,
1223,9703.361,6666.0,4500,True,1200.7,32.42,14.58,2661.7,-1461.0,14.53,1202.4,0.05,False,
1224,9710.036,6675.0,4494,True,1202.2,32.42,14.58,2661.8,-1459.6,14.54,1203.8,0.04,False,
1225,9716.719,6683.0,4489,True,1202.2,32.38,14.62,2681.8,-1479.6,14.54,1205.0,0.08,False,
1226,9723.411,6692.0,4483,True,1201.2,32.31,14.69,2681.8,-1480.6,14.55,1206.4,0.14,False,
1227,9724.612,1201.2,24975,False,MISSING,MISSING,MISSING,MISSING,MISSING,11.00,240.2,N/A,True,pattern detection
1228,9730.112,6701.0,4477,True,1203.2,32.32,14.68,2681.8,-1478.6,14.56,1207.8,0.12,False,
1229,9736.821,6709.0,4472,True,1206.1,32.36,14.64,2682.1,-1476.0,14.56,1209.1,0.08,False,
1230,9743.539,6718.0,4466,True,1206.2,32.32,14.68,2681.8,-1475.6,14.57,1210.5,0.12,False,
1231,9750.267,6728.0,4459,True,1207.2,32.30,14.70,2681.8,-1474.6,14.57,1212.0,0.13,False,
1232,9757.003,6736.0,4454,True,1211.8,32.38,14.62,2701.8,-1490.0,14.58,1213.3,0.04,False,
1233,9763.748,6745.0,4448,True,1210.7,32.31,14.69,2701.7,-1491.0,14.58,1214.7,0.11,False,
1234,9770.501,6753.0,4442,True,1213.8,32.35,14.65,2701.8,-1488.1,14.59,1215.9,0.06,False,
1235,9777.264,6763.0,4436,True,1213.2,32.29,14.71,2701.8,-1488.6,14.60,1217.5,0.11,False,
1236,9784.036,6772.0,4430,True,1216.2,32.33,14.67,2701.7,-1485.5,14.60,1218.9,0.07,False,
1237,9790.816,6780.0,4425,True,1218.7,32.35,14.65,2701.7,-1483.0,14.61,1220.1,0.04,False,
1238,9797.605,6789.0,4419,True,1219.2,32.32,14.68,2721.8,-1502.6,14.61,1221.5,0.06,False,
1239,9804.404,6799.0,4412,True,1219.8,32.29,14.71,2721.4,-1501.7,14.62,1223.1,0.09,False,
1240,9811.212,6808.0,4407,True,1222.7,32.33,14.67,2721.3,-1498.6,14.63,1224.5,0.05,False,
1241,9818.028,6816.0,4401,True,1225.2,32.36,14.64,2721.8,-1496.6,14.63,1225.7,0.01,False,
1242,9824.853,6825.0,4396,True,1225.7,32.33,14.67,2721.4,-1495.8,14.64,1227.1,0.04,False,
1243,9826.078,1225.7,24476,False,MISSING,MISSING,MISSING,MISSING,MISSING,11.00,245.1,N/A,True,pattern detection
1244,9831.689,6836.0,4389,True,1225.2,32.26,14.74,2741.8,-1516.6,14.64,1228.8,0.10,False,
1245,9838.534,6845.0,4383,True,1229.2,32.32,14.68,2741.7,-1512.5,14.65,1230.2,0.03,False,
1246,9845.388,6854.0,4377,True,1230.7,32.32,14.68,2741.8,-1511.1,14.65,1231.6,0.02,False,
1247,9846.619,1230.7,24377,False,MISSING,MISSING,MISSING,MISSING,MISSING,11.00,246.1,N/A,True,pattern detection
1248,9852.251,6863.0,4371,True,1229.2,32.24,14.76,2741.8,-1512.6,14.66,1233.0,0.10,False,
1249,9859.124,6873.0,4365,True,1229.2,32.19,14.81,2741.8,-1512.6,14.67,1234.6,0.14,False,
1250,9866.006,6882.0,4359,True,1232.6,32.24,14.76,2742.1,-1509.6,14.67,1236.0,0.09,False,
1251,9872.898,6892.0,4353,True,1232.9,32.20,14.80,2761.9,-1529.0,14.68,1237.5,0.12,False,
1252,9879.799,6901.0,4347,True,1235.2,32.22,14.78,2761.8,-1526.6,14.68,1238.9,0.10,False,
1253,9886.710,6911.0,4341,True,1237.2,32.22,14.78,2761.8,-1524.6,14.69,1240.5,0.08,False,
1254,9893.631,6921.0,4335,True,1237.2,32.18,14.82,2761.8,-1524.6,14.70,1242.0,0.13,False,
1255,9900.561,6930.0,4329,True,1241.8,32.25,14.75,2761.8,-1520.1,14.70,1243.4,0.04,False,
1256,9907.500,6939.0,4323,True,1241.8,32.21,14.79,2781.4,-1539.7,14.71,1244.8,0.08,False,
1257,9914.450,6950.0,4317,True,1241.8,32.16,14.84,2781.6,-1539.8,14.72,1246.5,0.12,False,
1258,9921.409,6959.0,4311,True,1246.7,32.25,14.75,2781.7,-1535.0,14.72,1247.9,0.03,False,
1259,9928.378,6969.0,4305,True,1245.8,32.18,14.82,2781.8,-1536.1,14.73,1249.5,0.10,False,
1260,9929.624,1245.8,24082,False,MISSING,MISSING,MISSING,MISSING,MISSING,11.00,249.1,N/A,True,pattern detection
1261,9935.357,6979.0,4299,True,1248.8,32.21,14.79,2781.8,-1533.0,14.73,1251.1,0.06,False,
1262,9942.346,6989.0,4292,True,1246.2,32.10,14.90,2801.7,-1555.5,14.74,1252.6,0.17,False,
1263,9949.345,6999.0,4286,True,1248.4,32.11,14.89,2802.0,-1553.6,14.75,1254.2,0.15,False,
1264,9950.593,1248.4,24030,False,MISSING,MISSING,MISSING,MISSING,MISSING,11.00,249.7,N/A,True,pattern detection
1265,9956.354,7009.0,4280,True,1249.9,32.10,14.90,2801.9,-1552.0,14.75,1255.7,0.15,False,
1266,9963.373,7019.0,4274,True,1251.7,32.10,14.90,2801.7,-1550.0,14.76,1257.3,0.14,False,
1267,9970.402,7029.0,4268,True,1254.2,32.12,14.88,2801.8,-1547.6,14.76,1258.8,0.12,False,
1268,9977.441,7039.0,4262,True,1254.7,32.08,14.92,2821.7,-1567.0,14.77,1260.4,0.15,False,
1269,9984.490,7049.0,4256,True,1256.7,32.09,14.91,2821.8,-1565.1,14.78,1262.0,0.13,False,
1270,9991.549,7059.0,4250,True,1258.8,32.10,14.90,2821.8,-1563.0,14.78,1263.5,0.12,False,
1271,9998.619,7070.0,4243,True,1259.8,32.07,14.93,2821.8,-1562.1,14.79,1265.2,0.14,False,
1272,10005.699,7080.0,4237,True,1262.3,32.09,14.91,2821.9,-1559.6,14.79,1266.8,0.11,False,
1273,10012.789,7090.0,4231,True,1265.2,32.12,14.88,2841.7,-1576.5,14.80,1268.3,0.08,False,
1274,10019.889,7100.0,4225,True,1266.7,32.11,14.89,2841.8,-1575.1,14.81,1269.9,0.08,False,
1275,10027.000,7111.0,4219,True,1266.4,32.06,14.94,2841.7,-1575.2,14.81,1271.6,0.13,False,
1276,10034.121,7121.0,4213,True,1270.0,32.10,14.90,2842.0,-1572.0,14.82,1273.2,0.08,False,
1277,10035.391,1270.0,23622,False,MISSING,MISSING,MISSING,MISSING,MISSING,11.00,254.0,N/A,True,pattern detection
1278,10041.252,7131.0,4207,True,1271.9,32.11,14.89,2841.8,-1569.9,14.82,1274.8,0.07,False,
1279,10042.524,1271.9,23586,False,MISSING,MISSING,MISSING,MISSING,MISSING,11.00,254.4,N/A,True,30% filter
1280,10048.394,7142.0,4201,True,1272.2,32.06,14.94,2861.8,-1589.6,14.83,1276.6,0.11,False,
1281,10055.547,7153.0,4194,True,1274.4,32.07,14.93,2861.9,-1587.6,14.83,1278.4,0.10,False,
1282,10062.711,7164.0,4188,False,MISSING,MISSING,MISSING,MISSING,MISSING,14.84,1280.2,N/A,False,
1283,10069.886,7175.0,4181,False,MISSING,MISSING,MISSING,MISSING,MISSING,14.84,1281.9,N/A,False,
1284,10077.071,7185.0,4175,False,MISSING,MISSING,MISSING,MISSING,MISSING,14.85,1283.5,N/A,False,
1285,10084.267,7196.0,4169,False,MISSING,MISSING,MISSING,MISSING,MISSING,14.85,1285.2,N/A,False,
1286,10091.474,7207.0,4163,True,1280.8,31.99,15.01,2881.8,-1601.1,14.86,1286.9,0.15,False,
1287,10098.692,7218.0,4156,True,1281.7,31.96,15.04,2881.8,-1600.1,14.86,1288.6,0.17,False,
1288,10105.921,7229.0,4150,True,1284.1,31.97,15.03,2881.7,-1597.6,14.87,1290.3,0.16,False,
1289,10113.161,7240.0,4144,True,1285.7,31.96,15.04,2901.8,-1616.1,14.88,1292.0,0.16,False,
1290,10120.411,7250.0,4138,True,1289.1,32.01,14.99,2902.2,-1613.1,14.88,1293.6,0.11,False,
1291,10127.673,7262.0,4131,True,1289.0,31.95,15.05,2902.1,-1613.1,14.89,1295.5,0.16,False,
1292,10128.962,1289.0,23274,False,MISSING,MISSING,MISSING,MISSING,MISSING,11.00,257.8,N/A,True,pattern detection
1293,10134.946,7273.0,4125,True,1292.3,31.98,15.02,2901.8,-1609.5,14.90,1297.2,0.12,False,
1294,10142.230,7284.0,4119,True,1293.8,31.97,15.03,2901.8,-1608.1,14.90,1298.9,0.13,False,
1295,10149.526,7296.0,4112,True,1294.8,31.94,15.06,2921.8,-1627.1,14.91,1300.7,0.15,False,
1296,10156.833,7307.0,4106,True,1297.7,31.97,15.03,2921.8,-1624.1,14.92,1302.5,0.12,False,
1297,10164.151,7318.0,4099,True,1301.0,32.00,15.00,2922.1,-1621.1,14.92,1304.2,0.08,False,
1298,10171.481,7330.0,4093,True,1300.2,31.93,15.07,2921.8,-1621.6,14.93,1306.1,0.14,False,
1299,10178.822,7341.0,4087,True,1303.7,31.97,15.03,2941.6,-1637.9,14.93,1307.9,0.10,False,
1300,10186.174,7352.0,4081,True,1306.0,31.97,15.03,2942.1,-1636.1,14.93,1309.7,0.09,False,
1301,10193.538,7364.0,4074,True,1306.8,31.94,15.06,2941.6,-1634.9,14.94,1311.6,0.12,False,
1302,10200.913,7375.0,4068,True,1309.9,31.97,15.03,2941.6,-1631.7,14.94,1313.4,0.08,False,
1303,10208.301,7388.0,4061,True,1309.9,31.91,15.09,2961.9,-1652.0,14.95,1315.5,0.14,False,
1304,10215.700,7399.0,4055,True,1314.2,31.97,15.03,2961.8,-1647.5,14.95,1317.3,0.07,False,
1305,10223.111,7411.0,4048,True,1311.2,31.85,15.15,2961.7,-1650.5,14.96,1319.2,0.19,False,
1306,10230.534,7423.0,4041,True,1314.2,31.87,15.13,2961.4,-1647.2,14.96,1321.1,0.17,False,
1307,10237.968,7434.0,4036,True,1315.7,31.86,15.14,2961.8,-1646.1,14.97,1322.9,0.17,False,
1308,10245.414,7446.0,4029,True,1317.8,31.86,15.14,2981.8,-1664.1,14.97,1324.8,0.17,False,
1309,10252.872,7458.0,4023,True,1319.3,31.84,15.16,2981.9,-1662.6,14.98,1326.8,0.18,False,
1310,10254.191,1319.3,22739,False,MISSING,MISSING,MISSING,MISSING,MISSING,11.00,263.9,N/A,True,pattern detection
1311,10260.342,7470.0,4016,True,1321.8,31.85,15.15,2981.4,-1659.6,14.98,1328.7,0.17,False,
1312,10267.825,7483.0,4009,True,1322.7,31.82,15.18,2981.8,-1659.1,14.99,1330.7,0.19,False,
1313,10275.320,7495.0,4003,True,1326.2,31.85,15.15,3001.6,-1675.4,15.00,1332.6,0.15,False,
1314,10282.826,7506.0,3997,True,1329.7,31.89,15.11,3002.2,-1672.6,15.00,1334.3,0.11,False,
1315,10290.345,7519.0,3990,True,1329.2,31.82,15.18,3001.8,-1672.6,15.01,1336.3,0.17,False,
1316,10297.877,7532.0,3983,True,1331.2,31.81,15.19,3001.7,-1670.5,15.02,1338.3,0.17,False,
1317,10305.422,7545.0,3976,True,1335.1,31.85,15.15,3002.2,-1667.1,15.02,1340.4,0.13,False,
1318,10312.979,7557.0,3970,True,1336.4,31.83,15.17,3001.9,-1665.5,15.03,1342.3,0.14,False,
1319,10320.548,7569.0,3964,True,1339.2,31.85,15.15,3001.8,-1662.6,15.03,1344.2,0.12,False,
1320,10328.130,7582.0,3957,True,1340.2,31.82,15.18,3001.8,-1661.6,15.04,1346.3,0.14,False,
1321,10335.724,7594.0,3950,True,1343.7,31.85,15.15,3001.4,-1657.8,15.04,1348.3,0.11,False,
1322,10343.332,7608.0,3943,True,1343.7,31.79,15.21,3001.4,-1657.7,15.05,1350.5,0.16,False,
1323,10350.952,7620.0,3937,True,1349.2,31.87,15.13,3001.8,-1652.5,15.05,1352.5,0.08,False,
1324,10358.585,7633.0,3930,True,1344.8,31.71,15.29,3001.9,-1657.1,15.06,1354.6,0.23,False,
1325,10366.231,7646.0,3924,True,1347.2,31.72,15.28,3001.8,-1654.6,15.06,1356.7,0.22,False,
1326,10373.890,7659.0,3917,True,1350.7,31.74,15.26,3002.2,-1651.5,15.07,1358.8,0.19,False,
1327,10381.562,7672.0,3910,True,1352.2,31.73,15.27,3001.6,-1649.3,15.07,1360.9,0.20,False,
1328,10389.247,7685.0,3904,True,1354.2,31.72,15.28,3001.8,-1647.5,15.08,1363.0,0.20,False,
1329,10396.946,7699.0,3897,True,1356.2,31.71,15.29,3001.8,-1645.6,15.08,1365.2,0.21,False,
1330,10404.658,7712.0,3890,True,1360.2,31.75,15.25,3001.7,-1641.5,15.08,1367.4,0.17,False,
1331,10412.384,7726.0,3883,True,1359.7,31.68,15.32,3001.7,-1642.0,15.09,1369.7,0.23,False,
1332,10413.744,1359.7,22064,False,MISSING,MISSING,MISSING,MISSING,MISSING,11.00,271.9,N/A,True,pattern detection
1333,10420.123,7739.0,3876,True,1363.9,31.72,15.28,3002.0,-1638.1,15.09,1371.9,0.19,False,
1334,10427.875,7752.0,3870,True,1366.7,31.73,15.27,3001.8,-1635.1,15.09,1374.1,0.17,False,
1335,10435.641,7766.0,3863,True,1367.8,31.70,15.30,3001.4,-1633.6,15.10,1376.4,0.20,False,
1336,10437.009,1367.8,21934,False,MISSING,MISSING,MISSING,MISSING,MISSING,11.00,273.6,N/A,True,pattern detection
1337,10443.420,7779.0,3857,True,1371.2,31.73,15.27,3001.8,-1630.6,15.10,1378.5,0.17,False,
1338,10444.791,1371.2,21879,False,MISSING,MISSING,MISSING,MISSING,MISSING,11.00,274.2,N/A,True,30% filter
1339,10451.214,7794.0,3849,True,1372.2,31.69,15.31,3001.4,-1629.2,15.11,1380.9,0.20,False,
1340,10459.021,7807.0,3843,True,1376.7,31.74,15.26,3001.5,-1624.8,15.11,1383.0,0.15,False,
1341,10466.842,7821.0,3836,True,1376.9,31.69,15.31,3001.7,-1624.8,15.12,1385.3,0.19,False,
1342,10474.676,7834.0,3829,True,1380.8,31.73,15.27,3001.8,-1621.1,15.12,1387.4,0.15,False,
1343,10482.525,7849.0,3822,True,1382.6,31.71,15.29,3002.2,-1619.6,15.13,1389.8,0.16,False,
1344,10490.388,7863.0,3815,True,1384.2,31.69,15.31,3001.8,-1617.5,15.13,1392.1,0.18,False,
1345,10498.265,7877.0,3809,True,1388.0,31.72,15.28,3002.1,-1614.1,15.14,1394.3,0.14,False,
1346,10506.156,7891.0,3802,True,1389.7,31.70,15.30,3001.4,-1611.7,15.14,1396.6,0.16,False,
1347,10514.061,7905.0,3795,True,1392.2,31.70,15.30,3001.7,-1609.5,15.15,1398.8,0.15,False,
1348,10515.453,1392.2,21549,False,MISSING,MISSING,MISSING,MISSING,MISSING,11.00,278.4,N/A,True,pattern detection
1349,10521.981,7920.0,3788,True,1393.7,31.67,15.33,3001.5,-1607.8,15.15,1401.3,0.17,False,
1350,10529.915,7934.0,3781,True,1397.2,31.70,15.30,3001.4,-1604.2,15.16,1403.5,0.14,False,
1351,10537.864,7949.0,3774,True,1399.1,31.68,15.32,3002.1,-1603.0,15.16,1406.0,0.16,False,
1352,10545.827,7963.0,3767,True,1398.2,31.61,15.39,3001.8,-1603.5,15.17,1408.3,0.23,False,
1353,10553.805,7978.0,3760,True,1400.2,31.59,15.41,3001.8,-1601.6,15.17,1410.8,0.24,False,
1354,10561.798,7993.0,3753,True,1402.2,31.58,15.42,3001.3,-1599.1,15.17,1413.3,0.25,False,
1355,10569.806,8008.0,3746,True,1404.8,31.58,15.42,3001.8,-1597.1,15.18,1415.8,0.25,False,
1356,10577.829,8023.0,3739,True,1407.2,31.57,15.43,3001.8,-1594.6,15.18,1418.3,0.25,False,
1357,10585.866,8037.0,3733,True,1411.2,31.61,15.39,3001.7,-1590.5,15.18,1420.6,0.21,False,
1358,10593.919,8053.0,3725,True,1411.7,31.55,15.45,3001.4,-1589.8,15.19,1423.3,0.26,False,
1359,10601.987,8068.0,3718,True,1415.2,31.57,15.43,3001.8,-1586.6,15.19,1425.8,0.24,False,
1360,10610.070,8083.0,3711,True,1418.6,31.59,15.41,3002.1,-1583.5,15.19,1428.3,0.22,False,
1361,10618.169,8099.0,3704,True,1419.8,31.55,15.45,3001.8,-1582.1,15.20,1431.0,0.25,False,
1362,10626.283,8114.0,3697,True,1423.8,31.58,15.42,3001.8,-1578.0,15.20,1433.5,0.22,False,
1363,10634.413,8130.0,3690,True,1425.2,31.56,15.44,3001.8,-1576.6,15.20,1436.2,0.24,False,
1364,10642.558,8145.0,3683,True,1429.2,31.58,15.42,3001.8,-1572.6,15.20,1438.8,0.21,False,
1365,10650.718,8160.0,3676,True,1432.0,31.59,15.41,3002.1,-1570.1,15.21,1441.4,0.21,False,
